"","X","Y","H","DBH"
"86",754253.758329299,3389029.4239109,9.422407,0.21650635094611
"87",754183.212727052,3388971.36380182,9.4162223,0.197642353760524
"88",754260.300990837,3389048.0924051,2.2526628,0.25
"89",754226.02744135,3389000.4138877,6.0718822,0.342326598440729
"90",754258.336431024,3389081.63508122,1.48534109999999,0.459279326771846
"91",754249.674378588,3389020.05660255,5.716514,0.306186217847897
"92",754234.099257142,3389072.27511614,12.917005,0.279508497187474
"93",754292.947428618,3389045.19882108,1.23224519999999,0.306186217847897
"94",754241.37601776,3389053.59810379,6.1030175,0.265165042944955
"95",754252.888685298,3389063.15757021,6.4858283,0.375
"96",754202.37971001,3388981.15691315,6.01800499999999,0.306186217847897
"97",754190.373238444,3388971.37698819,5.6906005,0.265165042944955
"98",754251.516030438,3389076.63307091,2.0235084,0.318688719599549
"99",754132.780471807,3388923.22344103,6.019607,0.293150984988964
"100",754237.276789654,3389065.05442967,2.1061332,0.661437827766148
"101",754110.613192905,3388906.51082364,1.8178638,0.385275875185561
"102",754304.683789923,3389046.24512662,3.23568159999999,0.5
"103",754303.038020169,3389036.41278551,1.79850919999999,0.364434493427831
"104",754294.188620435,3389047.48532861,1.85385379999999,0.318688719599549
