X,Y,TID,dbh_m_f,h_m_f,dbh_m_mls,h_m_mls,cw_m_mls
754614.790629999944940,3389679.460190000012517,77,0.853784024716000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754578.922262000036426,3389701.341339999809861,78,0.674296021462000,10.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754727.953285999945365,3389694.451739999931306,81,0.242551997304000,6.300000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754774.087931000045501,3389720.734170000068843,82,0.402635991574000,7.599999904630000,0.000000000000000,0.000000000000000,0.000000000000000
754803.510208999970928,3389745.362639999948442,83,0.533616006374000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754840.623716000001878,3389811.232090000063181,84,0.300763994456000,6.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754786.352154999971390,3389879.068849999923259,85,0.354126006364000,8.600000381470000,0.000000000000000,0.000000000000000,0.000000000000000
754726.657984000048600,3389848.691980000119656,86,0.174637600780000,5.400000095370000,0.000000000000000,0.000000000000000,0.000000000000000
754688.446331999963149,3389817.082309999968857,87,0.257106006146000,6.099999904630000,0.000000000000000,0.000000000000000,0.000000000000000
754619.473852999974042,3389796.081180000212044,88,0.805274009704000,10.800000190700001,0.000000000000000,0.000000000000000,0.000000000000000
754633.389182999962941,3389814.741150000132620,89,0.882889986038000,13.699999809299999,0.000000000000000,0.000000000000000,0.000000000000000
754658.439550000010058,3389831.381750000175089,90,0.630635976792000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754668.503666999982670,3389839.131779999937862,91,0.679145991802000,12.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754687.711366000003181,3389855.078679999802262,92,0.844081997872000,12.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754725.196119999978691,3389884.106079999823123,93,0.494805991650000,11.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754741.914385000010952,3389896.914820000063628,94,0.567571997642000,11.800000000000001,0.000000000000000,0.000000000000000,0.000000000000000
754757.824018000042997,3389923.572639999911189,95,0.485103994608000,10.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754755.625342000043020,3389929.469519999809563,96,0.572423994542000,13.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754747.319880999973975,3389940.248509999830276,97,0.523913979530000,12.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754761.419592999969609,3389943.884269999805838,98,0.640338003636000,14.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754739.979081999976188,3389969.897280000150204,99,0.708252012730000,12.699999809299999,0.000000000000000,0.000000000000000,0.000000000000000
754727.060722999973223,3389964.498149999883026,100,0.591827988624000,9.650000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754704.316525000031106,3389996.895479999948293,101,0.654892027378000,11.899999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754690.271840999950655,3390011.996580000035465,102,0.630635976792000,12.300000190700001,0.000000000000000,0.000000000000000,0.000000000000000
754694.607792000053450,3390090.807180000003427,103,0.543308019638000,10.600000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754721.837792000034824,3390096.308989999815822,104,0.756763994694000,14.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754726.938378000049852,3390101.016619999893010,105,0.989614009858000,15.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754706.586491000023670,3390113.775179999880493,106,0.572423994542000,13.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754717.065901000052691,3390123.278839999809861,107,0.664593994618000,11.550000000000001,0.000000000000000,0.000000000000000,0.000000000000000
754753.833575000055134,3390141.553059999831021,108,0.722805976868000,13.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754742.844281999976374,3390143.970430000219494,109,0.669444024562000,15.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754758.616490000043996,3390158.974109999835491,110,0.572423994542000,13.600000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754776.956596000003628,3390160.211759999860078,111,0.523913979530000,10.600000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754784.961033000028692,3390166.103550000116229,112,0.504508018494000,8.899999618530000,0.000000000000000,0.000000000000000,0.000000000000000
754798.797334000002593,3390193.583930000197142,113,0.601530015468000,11.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754803.804160000057891,3390197.842480000108480,114,0.519061982632000,13.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754832.220338999992236,3390172.443150000181049,115,0.436594009400000,17.100000000000001,0.000000000000000,0.000000000000000,0.000000000000000
754827.603172000031918,3390167.725339999888092,116,0.378381997346000,18.199999999999999,0.000000000000000,0.000000000000000,0.000000000000000
754826.251428000046872,3390216.094810000155121,117,0.582126021386000,11.300000190700001,0.000000000000000,0.000000000000000,0.000000000000000
754836.700472999946214,3390211.184280000161380,118,0.562722027302000,13.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754841.063612999976613,3390231.226090000011027,119,0.553020000458000,12.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754849.756775000016205,3390222.013840000145137,120,0.446296006442000,12.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754857.481590999988839,3390228.405650000087917,121,0.640338003636000,10.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754860.179796000011265,3390245.828939999919385,122,0.557869970798000,10.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754864.635161999962293,3390234.447079999838024,123,0.533616006374000,12.699999809299999,0.000000000000000,0.000000000000000,0.000000000000000
754875.293095999979414,3390250.838750000111759,124,0.591827988624000,11.600000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754862.508462000056170,3390263.328439999837428,125,0.460850000382000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754889.910964000038803,3390275.088039999827743,126,0.533616006374000,10.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754870.934752000030130,3390281.177670000120997,127,0.853784024716000,14.449999999999999,0.000000000000000,0.000000000000000,0.000000000000000
