X,Y,TID,dbh_m_f,h_m_f,dbh_m_mls,h_m_mls,cw_m_mls
754251.089289000025019,3389061.858539999928325,1,0.325000000000000,7.700000000000000,0.424000000000000,6.980000000000000,9.000000000000000
754219.000144000048749,3389035.233070000074804,2,0.274000000000000,5.700000000000000,0.360000000000000,5.410000000000000,8.100000000000000
754182.715186999994330,3389005.642459999769926,3,0.315000000000000,6.200000000000000,0.350000000000000,6.190000000000000,9.600000000000000
754136.122763999970630,3388966.805079999845475,4,0.307000000000000,7.300000000000000,0.300000000000000,7.220000000000000,8.800000000000001
754077.939157000044361,3388918.526329999789596,5,0.310000000000000,8.199999999999999,0.360000000000000,7.400000000000000,11.199999999999999
754032.060586999985389,3388881.238189999945462,6,0.277000000000000,6.200000000000000,0.310000000000000,6.100000000000000,7.300000000000000
753974.669353000004776,3388851.732629999984056,7,0.208000000000000,9.199999999999999,0.265000000000000,8.900000000000000,5.700000000000000
754000.953666000044905,3388874.872769999783486,8,0.150000000000000,6.300000000000000,0.190000000000000,6.750000000000000,3.700000000000000
753940.192522000055760,3388819.455490000080317,9,0.193000000000000,7.000000000000000,0.285000000000000,6.400000000000000,4.200000000000000
753936.738705000025220,3388801.799939999822527,10,0.170000000000000,4.500000000000000,0.220000000000000,5.100000000000000,5.600000000000000
753891.204824000014924,3388760.695590000133961,11,0.203000000000000,5.900000000000000,0.290000000000000,5.370000000000000,7.200000000000000
753809.379659999976866,3388703.916799999773502,12,0.660000000000000,12.600000000000000,0.750000000000000,13.199999999999999,17.699999999999999
753746.585580999962986,3388615.431570000015199,13,0.541000000000000,10.699999999999999,0.630000000000000,10.100000000000000,11.900000000000000
753752.123463999945670,3388572.543839999940246,14,0.188000000000000,5.600000000000000,0.210000000000000,5.500000000000000,5.900000000000000
753753.827098999987356,3388524.218929999973625,15,0.183000000000000,6.400000000000000,0.270000000000000,6.400000000000000,8.500000000000000
753786.777325000031851,3388441.736000000033528,16,0.345000000000000,8.300000000000001,0.400000000000000,7.500000000000000,11.199999999999999
753783.501570999971591,3388400.415560000110418,17,0.279000000000000,9.900000000000000,0.260000000000000,8.300000000000001,7.900000000000000
753815.440229999949224,3388385.910720000043511,18,0.305000000000000,5.900000000000000,0.300000000000000,5.600000000000000,7.600000000000000
753836.069892999948934,3388349.514179999940097,19,0.691000000000000,14.500000000000000,0.780000000000000,14.199999999999999,16.199999999999999
753860.559567000018433,3388285.321709999814630,20,0.409000000000000,7.700000000000000,0.500000000000000,7.100000000000000,11.100000000000000
753843.851074000005610,3388219.304150000214577,21,0.356000000000000,7.900000000000000,0.420000000000000,7.100000000000000,9.800000000000001
753823.276855999953113,3388185.903119999915361,22,0.500000000000000,9.000000000000000,0.510000000000000,8.859999999999999,12.699999999999999
753773.456265000044368,3388215.380640000104904,23,0.864000000000000,12.900000000000000,0.925000000000000,12.199999999999999,18.300000000000001
753828.631823000032455,3388124.782689999789000,24,0.335000000000000,10.100000000000000,0.410000000000000,9.000000000000000,8.699999999999999
753885.356419999967329,3388157.270810000132769,25,0.259000000000000,7.100000000000000,0.240000000000000,6.750000000000000,7.800000000000000
753899.751976000028662,3388167.552010000217706,26,0.226000000000000,7.200000000000000,0.310000000000000,6.700000000000000,6.500000000000000
753879.793352999957278,3388346.680670000147074,27,0.561000000000000,13.100000000000000,0.610000000000000,12.900000000000000,13.699999999999999
753864.535903000039980,3388382.860929999966174,28,0.869000000000000,15.000000000000000,0.865000000000000,12.800000000000001,16.199999999999999
753791.819577999995090,3388521.854189999867231,29,0.236000000000000,9.000000000000000,0.340000000000000,8.800000000000001,9.900000000000000
753786.472167999949306,3388570.208329999819398,30,0.102000000000000,4.500000000000000,0.170000000000000,5.200000000000000,4.400000000000000
753802.774539000005461,3388620.075860000215471,31,0.089000000000000,5.000000000000000,0.120000000000000,5.400000000000000,3.200000000000000
753880.490026999963447,3388706.028249999973923,32,0.274000000000000,6.900000000000000,0.360000000000000,6.200000000000000,6.900000000000000
753901.632646000012755,3388727.196279999800026,33,0.249000000000000,5.600000000000000,0.290000000000000,5.300000000000000,7.200000000000000
753934.950243999948725,3388758.170679999981076,34,0.203000000000000,5.100000000000000,0.250000000000000,4.700000000000000,6.000000000000000
753969.025364000000991,3388787.246350000146776,35,0.249000000000000,5.900000000000000,0.300000000000000,5.700000000000000,6.800000000000000
753979.056224999949336,3388796.771929999813437,36,0.315000000000000,7.700000000000000,0.367000000000000,6.700000000000000,10.000000000000000
754014.241039999993518,3388826.033090000040829,37,0.262000000000000,7.300000000000000,0.334000000000000,6.500000000000000,8.600000000000000
754049.171575000043958,3388854.872119999956340,38,0.302000000000000,7.300000000000000,0.410000000000000,6.700000000000000,10.699999999999999
754074.675692999968305,3388876.324270000215620,39,0.498000000000000,10.000000000000000,0.520000000000000,9.199999999999999,13.699999999999999
754120.180025000008754,3388913.130750000011176,40,0.287000000000000,8.500000000000000,0.390000000000000,8.300000000000001,10.900000000000000
754143.110046999994665,3388932.499139999970794,41,0.239000000000000,6.200000000000000,0.240000000000000,6.200000000000000,7.700000000000000
754166.486603999976069,3388952.338659999892116,42,0.201000000000000,5.300000000000000,0.265000000000000,5.200000000000000,4.600000000000000
754191.027236999943852,3388971.374079999979585,43,0.254000000000000,6.400000000000000,0.325000000000000,5.700000000000000,8.100000000000000
754213.820246999966912,3388990.634219999890774,44,0.330000000000000,6.800000000000000,0.370000000000000,6.700000000000000,8.699999999999999
754238.805132000008598,3389010.695619999896735,45,0.241000000000000,5.900000000000000,0.275000000000000,6.100000000000000,6.500000000000000
754260.634312000009231,3389029.617039999924600,46,0.279000000000000,6.300000000000000,0.342000000000000,6.200000000000000,8.600000000000000
754272.515148999984376,3389039.478829999919981,47,0.315000000000000,6.300000000000000,0.344000000000000,6.400000000000000,9.000000000000000
754284.927807000000030,3389048.501840000040829,48,0.427000000000000,7.700000000000000,0.530000000000000,7.700000000000000,11.199999999999999
754298.129954000003636,3389053.772619999945164,49,0.206000000000000,6.500000000000000,0.285000000000000,6.000000000000000,5.400000000000000
754292.793678999994881,3389055.001430000178516,50,0.201000000000000,6.200000000000000,0.252000000000000,6.600000000000000,5.700000000000000
754319.151867000036873,3389078.000469999853522,51,0.458424001932000,7.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000
754330.605529000051320,3389086.532180000096560,52,0.329872012138000,5.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000
754364.169463000027463,3389115.853800000157207,53,0.538465976716000,8.399999618530000,0.000000000000000,0.000000000000000,0.000000000000000
754399.552639000001363,3389144.614479999989271,54,0.339574009180000,5.199999809270000,0.000000000000000,0.000000000000000,0.000000000000000
754411.469085999997333,3389154.186670000199229,55,0.417189985514000,7.099999904630000,0.000000000000000,0.000000000000000,0.000000000000000
754465.632251000031829,3389198.933310000225902,56,0.543317973614000,10.899999618500001,0.000000000000000,0.000000000000000,0.000000000000000
754481.165188999962993,3389214.445729999803007,57,0.378381997346000,8.399999618530000,0.000000000000000,0.000000000000000,0.000000000000000
754534.017896999954246,3389238.976180000230670,58,0.533616006374000,10.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000
754538.222057000035420,3389255.719949999824166,59,0.441446006298000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754544.216309000039473,3389262.723000000230968,60,0.562722027302000,12.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754842.184746999992058,3389478.193800000008196,61,0.174637600780000,6.300000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754855.342587999999523,3389491.038290000054985,62,0.194041803479000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754859.204111999948509,3389493.154639999847859,63,0.218298003078000,6.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000
754859.804895999957807,3389500.807839999906719,64,0.261956006288000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754886.667780000017956,3389516.718770000152290,65,0.189190804958000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754928.792610000004061,3389551.191010000184178,66,0.194041803479000,5.699999809270000,0.000000000000000,0.000000000000000,0.000000000000000
754937.798790000029840,3389550.132379999849945,67,0.213446006178000,6.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000
754953.864819000009447,3389572.486430000048131,68,0.218298003078000,7.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754948.082997999968939,3389620.199949999805540,69,0.257106006146000,8.100000381470000,0.000000000000000,0.000000000000000,0.000000000000000
754919.261748000048101,3389597.890209999866784,70,0.237701997160000,7.699999809270000,0.000000000000000,0.000000000000000,0.000000000000000
754900.614106000051834,3389581.733930000104010,71,0.252254009246000,7.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754880.877705999999307,3389565.697670000139624,72,0.310465991498000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000
754623.768860999960452,3389676.719159999862313,76,0.630635976792000,12.899999618500001,0.000000000000000,0.000000000000000,0.000000000000000
