X,Y,treeID,dbh_cm_f,h_m_f,dbh_cm_mls,h_m_mls,cw_m_mls,h_m_tt,ca_m2,cw_avg_m,cw_pi_m,icw_m,h_m_tls,dbh_cm_tls
754213.8202469999,3388990.63422,279,33.0,6.8,37.0,6.7,8.7,6.972,50.625,8.163,8.02855852269,8.09577926134,5.6864948,31.86887196
754238.805132,3389010.69562,275,24.099999999999998,5.9,27.500000000000004,6.1,6.5,6.205,33.375,6.791,6.5187705747,6.65488528735,5.869409,29.3150984989
754260.634312,3389029.61704,271,27.900000000000002,6.3,34.2,6.2,8.6,6.483,42.75,7.5865,7.37773613905,7.48211806952,0.0,0.0
754272.515149,3389039.47883,269,31.5,6.3,34.4,6.4,9.0,6.631,59.125,8.767,8.67642138687,8.72171069343,0.0,0.0
754284.927807,3389048.50184,267,42.699999999999996,7.7,53.0,7.7,11.2,7.878,93.0,10.9955,10.8816946134,10.9385973067,0.0,0.0
754298.129954,3389053.77262,265,20.599999999999998,6.5,28.499999999999996,6.0,5.4,6.475,18.625,4.8505,4.86971113319,4.86010556659,0.0,0.0
754292.793679,3389055.00143,264,20.1,6.2,25.2,6.6,5.7,7.038,22.5,5.535,5.35237234846,5.44368617423,0.0,0.0
754319.151867,3389078.00047,256,45.8424001932,7.90000009537,0.0,0.0,0.0,7.356,47.625,8.2585,7.78704265546,8.02277132773,0.0,0.0
754330.605529,3389086.53218,255,32.9872012138,5.90000009537,0.0,0.0,0.0,6.353,52.25,8.319,8.15639419182,8.23769709591,0.0,0.0
754364.169463,3389115.8538,252,53.84659767160001,8.39999961853,0.0,0.0,0.0,8.395,127.25,12.8535,12.7286971866,12.7910985933,6.6793628,59.2927061282
754399.552639,3389144.61448,249,33.957400918000005,5.19999980927,0.0,0.0,0.0,6.162,43.875,7.9015,7.47418122775,7.68784061388,0.0,0.0
754411.469086,3389154.18667,248,41.7189985514,7.09999990463,0.0,0.0,0.0,6.954,87.75,10.862,10.5700884599,10.71604423,6.0485418,41.457809879399996
754481.1651889998,3389214.44573,241,37.838199734599996,8.39999961853,0.0,0.0,0.0,7.847,161.0,16.3015,14.3175265567,15.3095132784,6.8742168,33.0718913883
754842.184747,3389478.1938,224,17.463760078,6.30000019073,0.0,0.0,0.0,6.677,24.5,5.904,5.58519192562,5.74459596281,6.5666916,26.5165042945
754859.2041119998,3389493.15464,217,21.829800307800003,6.90000009537,0.0,0.0,0.0,7.302,25.625,6.004,5.71198418536,5.85799209268,7.2928582,23.3853586673
754886.66778,3389516.71877,204,18.9190804958,7.0,0.0,0.0,0.0,7.0,22.25,5.6685,5.32255388609,5.49552694305,6.152415,23.3853586673
754928.79261,3389551.19101,185,19.4041803479,5.69999980927,0.0,0.0,0.0,5.975,19.875,5.2135,5.03047074851,5.12198537425,0.0,0.0
754937.79879,3389550.13238,186,21.3446006178,6.90000009537,0.0,0.0,0.0,6.741,18.375,5.029,4.8369180926,4.9329590463,6.7024545,25.0
754953.864819,3389572.48643,169,21.829800307800003,7.80000019073,0.0,0.0,0.0,7.316,15.375,4.5,4.42448392474,4.46224196237,7.1507204,39.5284707521
754948.0829979999,3389620.19995,140,25.710600614599997,8.10000038147,0.0,0.0,0.0,8.118,37.625,7.041,6.92138987998,6.98119493999,0.0,0.0
754919.261748,3389597.89021,147,23.770199716,7.69999980927,0.0,0.0,0.0,7.442,36.625,7.4245,6.8287918643,7.12664593215,0.0,0.0
754900.614106,3389581.73393,161,25.2254009246,7.5,0.0,0.0,0.0,8.456,35.875,7.289,6.75851083208,7.02375541604,0.0,0.0
754727.9532859998,3389694.45174,120,24.2551997304,6.30000019073,0.0,0.0,0.0,6.078,23.25,5.6375,5.44084730672,5.53917365336,0.0,0.0
754774.087931,3389720.73417,108,40.2635991574,7.59999990463,0.0,0.0,0.0,8.45,90.75,10.998,10.7492552619,10.8736276309,6.7277246,42.389562394500004
754840.623716,3389811.23209,96,30.0763994456,6.80000019073,0.0,0.0,0.0,7.636,30.75,6.9665,6.25716517287,6.61183258644,0.0,0.0
754786.3521549999,3389879.06885,80,35.4126006364,8.60000038147,0.0,0.0,0.0,9.22,77.125,10.0035,9.90952066892,9.95651033446,0.0,0.0
754726.657984,3389848.69198,86,17.463760078,5.40000009537,0.0,0.0,0.0,5.383,13.0,4.205,4.06842894513,4.13671447256,0.0,0.0
754688.4463319998,3389817.08231,94,25.710600614599997,6.09999990463,0.0,0.0,0.0,6.173,22.625,5.563,5.367219457,5.4651097285,0.0,0.0
