treeID,Z,npoints,cnvhll_
1.000000000000000,6.938000000000000,91,21.250000000000000
2.000000000000000,11.497000000000000,403,108.250000000000000
3.000000000000000,7.333000000000000,41,8.000000000000000
4.000000000000000,12.867000000000001,672,174.375000000000000
5.000000000000000,11.791000000000000,376,106.000000000000000
6.000000000000000,10.008000000000001,480,138.125000000000000
7.000000000000000,4.646000000000000,36,7.250000000000000
8.000000000000000,10.949000000000000,809,236.875000000000000
9.000000000000000,8.143000000000001,302,90.500000000000000
10.000000000000000,12.853000000000000,542,132.625000000000000
11.000000000000000,10.791000000000000,543,148.875000000000000
12.000000000000000,11.470000000000001,848,239.500000000000000
13.000000000000000,12.008000000000001,720,198.250000000000000
14.000000000000000,5.029000000000000,29,5.750000000000000
15.000000000000000,11.218999999999999,734,192.375000000000000
16.000000000000000,6.510000000000000,186,49.750000000000000
17.000000000000000,6.409000000000000,64,13.750000000000000
18.000000000000000,5.739000000000000,93,21.500000000000000
19.000000000000000,12.563000000000001,886,233.375000000000000
20.000000000000000,17.772000000000002,483,139.500000000000000
21.000000000000000,8.750000000000000,490,154.000000000000000
22.000000000000000,11.670000000000000,720,198.875000000000000
23.000000000000000,9.116000000000000,409,121.875000000000000
24.000000000000000,11.855000000000000,485,141.500000000000000
25.000000000000000,13.260000000000000,1229,308.500000000000000
26.000000000000000,12.706000000000000,559,158.500000000000000
27.000000000000000,4.413000000000000,27,5.750000000000000
28.000000000000000,7.727000000000000,229,66.625000000000000
29.000000000000000,4.348000000000000,24,4.625000000000000
30.000000000000000,12.568000000000000,606,177.875000000000000
31.000000000000000,6.259000000000000,128,33.625000000000000
32.000000000000000,11.941000000000001,744,197.250000000000000
33.000000000000000,14.122000000000000,1273,320.875000000000000
34.000000000000000,10.608000000000001,644,183.125000000000000
35.000000000000000,7.374000000000001,235,72.000000000000000
36.000000000000000,10.863000000000000,479,122.250000000000000
37.000000000000000,13.909000000000001,650,175.625000000000000
38.000000000000000,5.209000000000001,11,1.500000000000000
39.000000000000000,10.496000000000000,149,51.750000000000000
40.000000000000000,10.560000000000000,649,171.000000000000000
41.000000000000000,10.989000000000001,634,190.000000000000000
42.000000000000000,10.817000000000000,739,197.125000000000000
43.000000000000000,11.019000000000000,570,161.000000000000000
44.000000000000000,13.148000000000000,615,167.625000000000000
45.000000000000000,11.231000000000000,891,237.375000000000000
46.000000000000000,12.207000000000001,818,215.250000000000000
47.000000000000000,12.104000000000001,900,230.625000000000000
48.000000000000000,11.731000000000000,198,59.750000000000000
49.000000000000000,4.517000000000000,52,12.250000000000000
50.000000000000000,4.667000000000000,29,6.625000000000000
51.000000000000000,12.427000000000000,653,167.125000000000000
52.000000000000000,4.564000000000000,27,5.375000000000000
53.000000000000000,4.832000000000000,49,12.750000000000000
54.000000000000000,5.291000000000000,108,26.625000000000000
55.000000000000000,11.250000000000000,443,148.875000000000000
56.000000000000000,11.813000000000001,688,193.500000000000000
57.000000000000000,6.691000000000000,113,30.875000000000000
58.000000000000000,4.843000000000000,42,9.375000000000000
59.000000000000000,5.834000000000001,63,15.625000000000000
60.000000000000000,8.054000000000000,221,52.875000000000000
61.000000000000000,10.157999999999999,396,106.875000000000000
62.000000000000000,6.555000000000000,49,10.875000000000000
63.000000000000000,7.124000000000001,31,7.000000000000000
64.000000000000000,7.175000000000000,119,29.250000000000000
65.000000000000000,10.354000000000001,409,116.125000000000000
66.000000000000000,6.872000000000000,75,20.250000000000000
67.000000000000000,12.266000000000000,629,183.875000000000000
68.000000000000000,6.897000000000000,84,20.625000000000000
69.000000000000000,10.733000000000001,267,72.500000000000000
70.000000000000000,12.025000000000000,511,164.500000000000000
71.000000000000000,10.448000000000000,251,88.375000000000000
72.000000000000000,11.216000000000001,385,112.875000000000000
73.000000000000000,9.638000000000000,417,113.375000000000000
74.000000000000000,10.786000000000000,415,107.250000000000000
75.000000000000000,10.951000000000001,448,126.875000000000000
76.000000000000000,5.375000000000000,22,4.250000000000000
77.000000000000000,7.809000000000000,158,36.500000000000000
78.000000000000000,10.632000000000000,277,73.500000000000000
79.000000000000000,5.848000000000000,73,16.125000000000000
80.000000000000000,9.220000000000001,309,77.125000000000000
81.000000000000000,7.843000000000000,175,45.625000000000000
82.000000000000000,5.824000000000000,36,8.000000000000000
83.000000000000000,5.432000000000000,26,4.750000000000000
84.000000000000000,5.544000000000000,101,24.375000000000000
85.000000000000000,11.016999999999999,717,180.125000000000000
86.000000000000000,5.383000000000000,57,13.000000000000000
87.000000000000000,5.902000000000000,89,22.625000000000000
88.000000000000000,10.297000000000001,476,120.750000000000000
89.000000000000000,5.505000000000000,78,17.625000000000000
90.000000000000000,9.231000000000000,342,86.375000000000000
91.000000000000000,5.274000000000000,13,2.000000000000000
92.000000000000000,5.191000000000000,58,12.625000000000000
93.000000000000000,5.049000000000000,50,10.250000000000000
