X,Y,dbh_m_f,h_m_f,dbh_m_mls,h_m_mls,cw_m_mls,h_m_tt,ca_m2,MBG_Width,MBG_Length,treeID,cw_avg,cw_pi,icw,OBJECTID,Join_Count,TARGET_FID,Field1,X_1,Y_1,H,DBH
753783.501570999971591,3388400.415560000110418,0.279000000000000,9.900000000000000,0.260000000000000,8.300000000000001,7.900000000000000,8.813000000000001,87.625000000000000,7.417000000000000,14.230000000000000,386,10.823499999999999,10.562557223900001,10.693028611900001,17,0,16,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753815.440229999949224,3388385.910720000043511,0.305000000000000,5.900000000000000,0.300000000000000,5.600000000000000,7.600000000000000,5.756000000000000,32.375000000000000,6.000000000000000,7.382000000000000,391,6.691000000000000,6.420368389800000,6.555684194900000,18,0,17,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753836.069892999948934,3388349.514179999940097,0.691000000000000,14.500000000000000,0.780000000000000,14.199999999999999,16.199999999999999,14.343999999999999,170.375000000000000,12.279000000000000,17.847000000000001,395,15.063000000000001,14.728482183700001,14.895741091800000,19,1,18,27,753835.931993999984115,3388348.041960000060499,14.016836000000000,0.775604602874000
753860.559567000018433,3388285.321709999814630,0.409000000000000,7.700000000000000,0.500000000000000,7.100000000000000,11.100000000000000,7.285000000000000,85.125000000000000,8.900000000000000,12.648999999999999,400,10.774500000000000,10.410788454600000,10.592644227299999,20,1,19,23,753861.096243000007235,3388286.527410000097007,4.687285200000000,0.433012701892000
753843.851074000005610,3388219.304150000214577,0.356000000000000,7.900000000000000,0.420000000000000,7.100000000000000,9.800000000000001,7.211000000000000,66.375000000000000,8.619999999999999,10.124000000000001,402,9.372000000000000,9.193001402249999,9.282500701129999,21,1,20,2,753841.604339999961667,3388218.616270000115037,5.051006000000000,0.423895623945000
753823.276855999953113,3388185.903119999915361,0.500000000000000,9.000000000000000,0.510000000000000,8.859999999999999,12.699999999999999,9.021000000000001,113.625000000000000,11.228000000000000,13.509000000000000,411,12.368499999999999,12.027960894100000,12.198230447100000,22,1,21,6,753823.236577000003308,3388187.093510000035167,7.860416200000000,0.551985054145000
753773.456265000044368,3388215.380640000104904,0.864000000000000,12.900000000000000,0.925000000000000,12.199999999999999,18.300000000000001,12.493000000000000,130.625000000000000,11.686000000000000,15.305000000000000,404,13.495500000000000,12.896391570200000,13.195945785099999,23,0,22,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753828.631823000032455,3388124.782689999789000,0.335000000000000,10.100000000000000,0.410000000000000,9.000000000000000,8.699999999999999,9.122000000000000,121.625000000000000,10.286000000000000,17.327999999999999,424,13.807000000000000,12.444185775999999,13.125592888000000,24,0,23,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753885.356419999967329,3388157.270810000132769,0.259000000000000,7.100000000000000,0.240000000000000,6.750000000000000,7.800000000000000,7.133000000000000,42.625000000000000,7.071000000000000,8.246000000000000,418,7.658500000000000,7.366942078930000,7.512721039470000,25,0,24,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753899.751976000028662,3388167.552010000217706,0.226000000000000,7.200000000000000,0.310000000000000,6.700000000000000,6.500000000000000,6.996000000000000,29.750000000000000,4.950000000000000,7.280000000000000,414,6.115000000000000,6.154581745000000,6.134790872500000,26,0,25,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753879.793352999957278,3388346.680670000147074,0.561000000000000,13.100000000000000,0.610000000000000,12.900000000000000,13.699999999999999,13.068000000000000,215.625000000000000,15.763000000000000,18.553999999999998,396,17.158500000000000,16.569317331499999,16.863908665800000,27,1,26,38,753881.436748999985866,3388342.824120000004768,9.106801300000001,0.265165042945000
753864.535903000039980,3388382.860929999966174,0.869000000000000,15.000000000000000,0.865000000000000,12.800000000000001,16.199999999999999,13.460000000000001,126.375000000000000,11.000000000000000,16.559999999999999,392,13.779999999999999,12.684858984900000,13.232429492400000,28,0,27,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753791.819577999995090,3388521.854189999867231,0.236000000000000,9.000000000000000,0.340000000000000,8.800000000000001,9.900000000000000,9.305000000000000,65.750000000000000,8.500000000000000,10.124000000000001,376,9.311999999999999,9.149617481969999,9.230808740980001,29,0,28,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753786.472167999949306,3388570.208329999819398,0.102000000000000,4.500000000000000,0.170000000000000,5.200000000000000,4.400000000000000,5.499000000000000,11.125000000000000,3.500000000000000,4.243000000000000,366,3.871500000000000,3.763613946090000,3.817556973040000,30,0,29,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753802.774539000005461,3388620.075860000215471,0.089000000000000,5.000000000000000,0.120000000000000,5.400000000000000,3.200000000000000,5.597000000000000,6.000000000000000,2.500000000000000,3.354000000000000,355,2.927000000000000,2.763953195770000,2.845476597890000,31,0,30,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753880.490026999963447,3388706.028249999973923,0.274000000000000,6.900000000000000,0.360000000000000,6.200000000000000,6.900000000000000,6.300000000000000,35.000000000000000,6.364000000000000,7.280000000000000,350,6.822000000000000,6.675581178120000,6.748790589060000,32,1,31,55,753881.852080999989994,3388705.833469999954104,6.112289600000000,0.279508497187000
753901.632646000012755,3388727.196279999800026,0.249000000000000,5.600000000000000,0.290000000000000,5.300000000000000,7.200000000000000,5.560000000000000,34.375000000000000,6.314000000000000,7.159000000000000,343,6.736500000000000,6.615709285500000,6.676104642750000,33,0,32,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753934.950243999948725,3388758.170679999981076,0.203000000000000,5.100000000000000,0.250000000000000,4.700000000000000,6.000000000000000,5.199000000000000,25.875000000000000,5.376000000000000,6.727000000000000,338,6.051500000000000,5.739779892990000,5.895639946500000,34,0,33,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
753969.025364000000991,3388787.246350000146776,0.249000000000000,5.900000000000000,0.300000000000000,5.700000000000000,6.800000000000000,5.884000000000000,30.375000000000000,5.900000000000000,6.964000000000000,334,6.432000000000000,6.218894690480000,6.325447345240000,35,1,34,54,753968.546602000016719,3388787.332049999851733,5.631114000000000,0.293150984989000
753979.056224999949336,3388796.771929999813437,0.315000000000000,7.700000000000000,0.367000000000000,6.700000000000000,10.000000000000000,7.142000000000000,54.250000000000000,6.914000000000000,10.295999999999999,332,8.605000000000000,8.311031542589999,8.458015771290000,36,1,35,64,753980.087205999996513,3388796.725639999844134,6.612526000000000,0.395284707521000
754014.241039999993518,3388826.033090000040829,0.262000000000000,7.300000000000000,0.334000000000000,6.500000000000000,8.600000000000000,6.805000000000000,45.125000000000000,6.637000000000000,8.746000000000000,326,7.691500000000000,7.579903327630000,7.635701663810000,37,1,36,68,754015.058155999984592,3388825.513840000145137,6.481096400000000,0.342326598441000
754049.171575000043958,3388854.872119999956340,0.302000000000000,7.300000000000000,0.410000000000000,6.700000000000000,10.699999999999999,7.045000000000000,61.000000000000000,7.425000000000000,10.548000000000000,316,8.986499999999999,8.812923024110001,8.899711512050001,38,1,37,57,754050.230069000041112,3388854.940510000102222,5.793286600000000,0.385275875186000
754074.675692999968305,3388876.324270000215620,0.498000000000000,10.000000000000000,0.520000000000000,9.199999999999999,13.699999999999999,9.561999999999999,121.375000000000000,12.021000000000001,13.657000000000000,310,12.839000000000000,12.431389694700000,12.635194847399999,39,1,38,72,754075.950107999960892,3388876.048359999898821,8.454006600000000,0.537645329190000
754120.180025000008754,3388913.130750000011176,0.287000000000000,8.500000000000000,0.390000000000000,8.300000000000001,10.900000000000000,8.347000000000000,67.125000000000000,8.484999999999999,10.699999999999999,297,9.592499999999999,9.244793369260000,9.418646684630000,40,0,39,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754143.110046999994665,3388932.499139999970794,0.239000000000000,6.200000000000000,0.240000000000000,6.200000000000000,7.700000000000000,6.290000000000000,41.000000000000000,7.350000000000000,7.906000000000000,293,7.628000000000000,7.225151993840000,7.426575996920000,41,0,40,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754166.486603999976069,3388952.338659999892116,0.201000000000000,5.300000000000000,0.265000000000000,5.200000000000000,4.600000000000000,5.433000000000000,20.125000000000000,4.576000000000000,5.852000000000000,291,5.214000000000000,5.062010059040000,5.138005029520000,42,0,41,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754191.027236999943852,3388971.374079999979585,0.254000000000000,6.400000000000000,0.325000000000000,5.700000000000000,8.100000000000000,5.752000000000000,34.000000000000000,5.544000000000000,7.762000000000000,288,6.653000000000000,6.579524642480000,6.616262321240000,43,1,42,97,754190.373237999971025,3388971.376989999786019,5.690600500000000,0.265165042945000
754213.820246999966912,3388990.634219999890774,0.330000000000000,6.800000000000000,0.370000000000000,6.700000000000000,8.699999999999999,6.972000000000000,50.625000000000000,7.480000000000000,8.846000000000000,279,8.163000000000000,8.028558522690000,8.095779261340001,44,1,43,83,754214.569315999979153,3388991.033249999862164,5.686494800000000,0.318688719600000
754238.805132000008598,3389010.695619999896735,0.241000000000000,5.900000000000000,0.275000000000000,6.100000000000000,6.500000000000000,6.205000000000000,33.375000000000000,6.200000000000000,7.382000000000000,275,6.791000000000000,6.518770574700000,6.654885287350000,45,1,44,84,754237.899722000001930,3389010.151680000126362,5.869409000000000,0.293150984989000
754260.634312000009231,3389029.617039999924600,0.279000000000000,6.300000000000000,0.342000000000000,6.200000000000000,8.600000000000000,6.483000000000000,42.750000000000000,6.791000000000000,8.382000000000000,271,7.586500000000000,7.377736139050000,7.482118069520000,46,0,45,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754272.515148999984376,3389039.478829999919981,0.315000000000000,6.300000000000000,0.344000000000000,6.400000000000000,9.000000000000000,6.631000000000000,59.125000000000000,7.826000000000000,9.708000000000000,269,8.766999999999999,8.676421386870000,8.721710693429999,47,0,46,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754284.927807000000030,3389048.501840000040829,0.427000000000000,7.700000000000000,0.530000000000000,7.700000000000000,11.199999999999999,7.878000000000000,93.000000000000000,10.286000000000000,11.705000000000000,267,10.995500000000000,10.881694613400001,10.938597306700000,48,0,47,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754298.129954000003636,3389053.772619999945164,0.206000000000000,6.500000000000000,0.285000000000000,6.000000000000000,5.400000000000000,6.475000000000000,18.625000000000000,4.000000000000000,5.701000000000000,265,4.850500000000000,4.869711133190000,4.860105566590000,49,0,48,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754292.793678999994881,3389055.001430000178516,0.201000000000000,6.200000000000000,0.252000000000000,6.600000000000000,5.700000000000000,7.038000000000000,22.500000000000000,5.218000000000000,5.852000000000000,264,5.535000000000000,5.352372348460000,5.443686174230000,50,0,49,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754319.151867000036873,3389078.000469999853522,0.458424001932000,7.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000,7.356000000000000,47.625000000000000,5.551000000000000,10.965999999999999,256,8.258500000000000,7.787042655460000,8.022771327730000,51,0,50,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754330.605529000051320,3389086.532180000096560,0.329872012138000,5.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000,6.353000000000000,52.250000000000000,7.778000000000000,8.859999999999999,255,8.319000000000001,8.156394191820000,8.237697095910001,52,0,51,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754364.169463000027463,3389115.853800000157207,0.538465976716000,8.399999618530000,0.000000000000000,0.000000000000000,0.000000000000000,8.395000000000000,127.250000000000000,11.311000000000000,14.396000000000001,252,12.853500000000000,12.728697186600000,12.791098593299999,53,1,52,110,754365.845133000053465,3389116.520589999854565,6.679362800000000,0.592927061282000
754399.552639000001363,3389144.614479999989271,0.339574009180000,5.199999809270000,0.000000000000000,0.000000000000000,0.000000000000000,6.162000000000000,43.875000000000000,7.071000000000000,8.731999999999999,249,7.901500000000000,7.474181227750000,7.687840613880000,54,0,53,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754411.469085999997333,3389154.186670000199229,0.417189985514000,7.099999904630000,0.000000000000000,0.000000000000000,0.000000000000000,6.954000000000000,87.750000000000000,9.839000000000000,11.885000000000000,248,10.862000000000000,10.570088459899999,10.716044230000000,55,1,54,107,754412.168841999955475,3389155.057180000003427,6.048541800000000,0.414578098794000
754465.632251000031829,3389198.933310000225902,0.543317973614000,10.899999618500001,0.000000000000000,0.000000000000000,0.000000000000000,9.353000000000000,136.625000000000000,11.791000000000000,16.347999999999999,244,14.069500000000000,13.189251411600001,13.629375705799999,56,1,55,153,754465.624225000035949,3389199.927219999954104,8.349826000000000,0.475985819116000
754481.165188999962993,3389214.445729999803007,0.378381997346000,8.399999618530000,0.000000000000000,0.000000000000000,0.000000000000000,7.847000000000000,161.000000000000000,13.282999999999999,19.320000000000000,241,16.301500000000001,14.317526556700001,15.309513278400001,57,1,56,152,754483.452476999955252,3389214.666869999840856,6.874216800000000,0.330718913883000
754534.017896999954246,3389238.976180000230670,0.533616006374000,10.100000381499999,0.000000000000000,0.000000000000000,0.000000000000000,9.625999999999999,149.250000000000000,12.260000000000000,15.692000000000000,233,13.976000000000001,13.785173268799999,13.880586634400000,58,1,57,139,754534.777046000002883,3389240.085260000079870,8.663380399999999,0.522912516584000
754538.222057000035420,3389255.719949999824166,0.441446006298000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.500000000000000,168.750000000000000,10.890000000000001,19.526000000000000,232,15.208000000000000,14.658075357100000,14.933037678500000,59,1,58,138,754534.891862999997102,3389257.501709999982268,7.277859800000000,0.441941738242000
754544.216309000039473,3389262.723000000230968,0.562722027302000,12.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.436000000000000,169.000000000000000,12.741000000000000,19.526000000000000,228,16.133500000000002,14.668929172200000,15.401214586100000,60,1,59,133,754541.927200000034645,3389263.399050000123680,8.940763000000000,0.537645329190000
754842.184746999992058,3389478.193800000008196,0.174637600780000,6.300000190730000,0.000000000000000,0.000000000000000,0.000000000000000,6.677000000000000,24.500000000000000,5.100000000000000,6.708000000000000,224,5.904000000000000,5.585191925620000,5.744595962810000,61,1,60,207,754842.611434999969788,3389478.756959999911487,6.566691600000000,0.265165042945000
754855.342587999999523,3389491.038290000054985,0.194041803479000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000,8.223000000000001,23.375000000000000,5.000000000000000,6.325000000000000,218,5.662500000000000,5.455453634500000,5.558976817250000,62,1,61,201,754855.504721999983303,3389489.557550000026822,7.398908800000000,0.197642353761000
754859.204111999948509,3389493.154639999847859,0.218298003078000,6.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000,7.302000000000000,25.625000000000000,5.300000000000000,6.708000000000000,217,6.004000000000000,5.711984185360000,5.857992092680000,63,1,62,216,754859.754216999979690,3389493.340040000155568,7.292858200000000,0.233853586673000
754859.804895999957807,3389500.807839999906719,0.261956006288000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.848000000000001,21.125000000000000,4.950000000000000,5.657000000000000,215,5.303500000000000,5.186249645220000,5.244874822610000,64,0,63,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754886.667780000017956,3389516.718770000152290,0.189190804958000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,22.250000000000000,5.295000000000000,6.042000000000000,204,5.668500000000000,5.322553886090000,5.495526943050000,65,1,64,193,754887.146097999997437,3389516.295489999931306,6.152415000000000,0.233853586673000
754928.792610000004061,3389551.191010000184178,0.194041803479000,5.699999809270000,0.000000000000000,0.000000000000000,0.000000000000000,5.975000000000000,19.875000000000000,4.596000000000000,5.831000000000000,185,5.213500000000000,5.030470748510000,5.121985374250000,66,0,65,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754937.798790000029840,3389550.132379999849945,0.213446006178000,6.900000095370000,0.000000000000000,0.000000000000000,0.000000000000000,6.741000000000000,18.375000000000000,4.357000000000000,5.701000000000000,186,5.029000000000000,4.836918092600000,4.932959046300000,67,1,66,265,754938.464763000025414,3389550.135819999966770,6.702454500000000,0.250000000000000
754953.864819000009447,3389572.486430000048131,0.218298003078000,7.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000,7.316000000000000,15.375000000000000,4.000000000000000,5.000000000000000,169,4.500000000000000,4.424483924740000,4.462241962370000,68,1,67,241,754954.620048000011593,3389572.503320000134408,7.150720400000000,0.395284707521000
754948.082997999968939,3389620.199949999805540,0.257106006146000,8.100000381470000,0.000000000000000,0.000000000000000,0.000000000000000,8.118000000000000,37.625000000000000,5.700000000000000,8.382000000000000,140,7.041000000000000,6.921389879980000,6.981194939990000,69,0,68,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754919.261748000048101,3389597.890209999866784,0.237701997160000,7.699999809270000,0.000000000000000,0.000000000000000,0.000000000000000,7.442000000000000,36.625000000000000,5.657000000000000,9.192000000000000,147,7.424500000000000,6.828791864300000,7.126645932150000,70,0,69,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754900.614106000051834,3389581.733930000104010,0.252254009246000,7.500000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.456000000000000,35.875000000000000,6.500000000000000,8.077999999999999,161,7.289000000000000,6.758510832080000,7.023755416040000,71,0,70,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754880.877705999999307,3389565.697670000139624,0.310465991498000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000,8.116000000000000,53.000000000000000,6.893000000000000,9.962000000000000,177,8.427500000000000,8.214724333230000,8.321112166620001,72,0,71,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754623.768860999960452,3389676.719159999862313,0.630635976792000,12.899999618500001,0.000000000000000,0.000000000000000,0.000000000000000,15.095000000000001,313.375000000000000,18.000000000000000,24.207000000000001,125,21.103500000000000,19.975020458800000,20.539260229400000,73,1,72,271,754625.776540999999270,3389679.030119999777526,12.099736000000000,0.643476883812000
754614.790629999944940,3389679.460190000012517,0.853784024716000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.095000000000001,313.375000000000000,18.000000000000000,24.207000000000001,125,21.103500000000000,19.975020458800000,20.539260229400000,74,1,73,273,754617.516170999966562,3389681.397410000208765,14.118449200000001,0.775604602874000
754578.922262000036426,3389701.341339999809861,0.674296021462000,10.399999618500001,0.000000000000000,0.000000000000000,0.000000000000000,10.973000000000001,151.375000000000000,12.529000000000000,16.007999999999999,114,14.268500000000000,13.882962078900000,14.075731039500001,75,1,74,293,754581.185376000008546,3389703.272359999828041,10.065317000000000,0.637377439199000
754727.953285999945365,3389694.451739999931306,0.242551997304000,6.300000190730000,0.000000000000000,0.000000000000000,0.000000000000000,6.078000000000000,23.250000000000000,4.950000000000000,6.325000000000000,120,5.637500000000000,5.440847306720000,5.539173653360000,76,0,75,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754774.087931000045501,3389720.734170000068843,0.402635991574000,7.599999904630000,0.000000000000000,0.000000000000000,0.000000000000000,8.449999999999999,90.750000000000000,8.349000000000000,13.647000000000000,108,10.997999999999999,10.749255261900000,10.873627630900000,77,1,76,305,754774.938563999952748,3389720.906599999871105,6.727724600000000,0.423895623945000
754803.510208999970928,3389745.362639999948442,0.533616006374000,8.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000,9.304000000000000,72.875000000000000,8.980000000000000,11.630000000000001,103,10.305000000000000,9.632618118800000,9.968809059400000,78,1,77,302,754804.275168000021949,3389745.255160000175238,8.841216400000000,0.507752400290000
754840.623716000001878,3389811.232090000063181,0.300763994456000,6.800000190730000,0.000000000000000,0.000000000000000,0.000000000000000,7.636000000000000,30.750000000000000,5.657000000000000,8.276000000000000,96,6.966500000000000,6.257165172870000,6.611832586440000,79,0,78,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754786.352154999971390,3389879.068849999923259,0.354126006364000,8.600000381470000,0.000000000000000,0.000000000000000,0.000000000000000,9.220000000000001,77.125000000000000,9.400000000000000,10.606999999999999,80,10.003500000000001,9.909520668920001,9.956510334460001,80,0,79,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754726.657984000048600,3389848.691980000119656,0.174637600780000,5.400000095370000,0.000000000000000,0.000000000000000,0.000000000000000,5.383000000000000,13.000000000000000,3.800000000000000,4.610000000000000,86,4.205000000000000,4.068428945130000,4.136714472560000,81,0,80,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754688.446331999963149,3389817.082309999968857,0.257106006146000,6.099999904630000,0.000000000000000,0.000000000000000,0.000000000000000,6.173000000000000,22.625000000000000,4.801000000000000,6.325000000000000,94,5.563000000000000,5.367219457000000,5.465109728500000,82,0,81,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754619.473852999974042,3389796.081180000212044,0.805274009704000,10.800000190700001,0.000000000000000,0.000000000000000,0.000000000000000,11.026000000000000,146.875000000000000,12.606000000000000,14.840999999999999,100,13.723500000000000,13.675052399600000,13.699276199800000,83,0,82,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
754633.389182999962941,3389814.741150000132620,0.882889986038000,13.699999809299999,0.000000000000000,0.000000000000000,0.000000000000000,11.733000000000001,183.875000000000000,14.632000000000000,17.867999999999999,95,16.250000000000000,15.300879755400000,15.775439877700000,84,1,83,328,754637.293198000057600,3389811.697439999785274,10.681640000000000,0.765465544620000
754658.439550000010058,3389831.381750000175089,0.630635976792000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.231000000000000,86.375000000000000,8.839000000000000,12.539999999999999,90,10.689500000000001,10.486947395500000,10.588223697800000,85,1,84,325,754660.096565000014380,3389830.449430000036955,8.953863399999999,0.579601155968000
754668.503666999982670,3389839.131779999937862,0.679145991802000,12.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.297000000000001,120.750000000000000,11.500000000000000,13.435000000000000,88,12.467499999999999,12.399341717500000,12.433420858700000,86,1,85,329,754669.882993999985047,3389838.512560000177473,8.888025000000001,0.612372435696000
